Date,CMAQ All-Source,CMAQ No-Fire,IMPROVE
5/23/14,2.63525,2.627644777,2.9
5/23/14,2.205717,2.168459177,3.3
5/23/14,4.44547,4.44558382,1.3
5/24/14,12.23033,12.20111084,17.275
5/24/14,12.23033,12.20111084,17.042
5/24/14,4.707733,4.684363842,8.9042
5/24/14,4.707733,4.684363842,7.2
5/25/14,14.08934,14.05694866,18.75
5/25/14,14.08934,14.05694866,21.55
5/25/14,5.361444,5.314904213,8.5
5/25/14,5.361444,5.314904213,9.85
5/26/14,13.10477,12.09017467,6.8
5/26/14,15.68615,15.64051056,17.65
5/26/14,15.68615,15.64051056,16
5/26/14,15.68615,15.64051056,11.3
5/26/14,5.800907,5.766577244,7.3
5/26/14,4.147579,3.997079134,8.3
5/26/14,4.147579,3.997079134,7
5/26/14,3.518369,3.453863382,7.9
5/26/14,4.005397,3.735120773,9.6
5/26/14,2.159371,2.14501214,4.1
5/26/14,4.570653,4.304076672,6.5
5/26/14,4.570653,4.304076672,7.6875
5/26/14,4.570653,4.304076672,6.5
5/26/14,1.248113,1.083400607,3.7
5/26/14,2.501168,1.57587254,3.6
5/26/14,2.430273,1.258159995,4.9
5/26/14,2.430273,1.258159995,4.8
5/26/14,0.9718958,0.678682566,2.6
5/26/14,2.132251,2.119692802,7.5
5/26/14,1.133608,1.092116952,2.4
5/26/14,1.522041,1.447435021,2.2
5/26/14,1.016891,1.016515374,2.9
5/26/14,0.9460902,0.94581002,1.9
5/26/14,0.901468,0.889835536,2.1
5/26/14,2.415147,2.415161848,2.9
5/27/14,16.88064,16.78365707,18.292
5/27/14,16.88064,16.78365707,21.242
5/27/14,3.922642,3.779033899,7.9217
5/27/14,3.922642,3.779033899,6.8
5/28/14,14.23262,14.1733427,20.7
5/28/14,14.23262,14.1733427,21.5
5/28/14,3.655458,3.630409002,5.8
5/28/14,3.655458,3.630409002,6.3542
5/29/14,5.300431,5.272966862,7.4
5/29/14,3.735027,3.720100641,5.7
5/29/14,11.36513,11.34653568,19.208
5/29/14,11.36513,11.34653568,21.546
5/29/14,11.36513,11.34653568,15.4
5/29/14,11.36513,11.34653568,12.1
5/29/14,11.36513,11.34653568,16
5/29/14,3.982066,3.971672773,4.6
5/29/14,2.951344,2.922789812,8.1
5/29/14,2.951344,2.922789812,3.5
5/29/14,3.258997,3.221289873,15
5/29/14,3.001941,2.993528605,3.3
5/29/14,5.547976,5.425760269,7.8875
5/29/14,5.547976,5.425760269,6
5/29/14,5.547976,5.425760269,5.9
5/29/14,5.547976,5.425760269,6.1
5/29/14,1.463458,1.458046913,5.4
5/29/14,2.638727,2.603600264,3.8
5/29/14,1.871484,1.839588046,3.9
5/29/14,1.871484,1.839588046,3.9
5/29/14,1.637158,1.622533321,2.4
5/29/14,2.685784,2.684487343,11.3
5/29/14,2.162956,2.13629365,2.7
5/29/14,2.27019,2.230596304,2.2
5/29/14,1.697882,1.419281483,2.4
5/29/14,1.234792,1.221962094,1.4
5/29/14,1.139139,1.070931554,1.1
5/29/14,2.328993,2.328424692,7.8
5/30/14,13.55972,13.53295231,18.75
5/30/14,13.55972,13.53295231,21.267
5/30/14,5.991869,5.875237942,9.1708
5/30/14,5.991869,5.875237942,7.5
5/31/14,10.28879,10.27756596,20.292
5/31/14,10.28879,10.27756596,20.996
5/31/14,5.58678,5.547820568,12.279
5/31/14,5.58678,5.547820568,9.5
6/1/14,5.567409,5.543579578,7.6
6/1/14,5.047075,5.031166553,7.2
6/1/14,11.63093,11.5342474,19.542
6/1/14,11.63093,11.5342474,14.9
6/1/14,11.63093,11.5342474,18.879
6/1/14,5.259713,5.245353222,6.4
6/1/14,4.015224,3.997678995,9.1
6/1/14,4.015224,3.997678995,6.8
6/1/14,4.705576,4.665435314,7.8
6/1/14,4.147653,3.766911268,10.1
6/1/14,5.914667,5.817085743,6
6/1/14,7.954607,7.855371475,10.8
6/1/14,7.954607,7.855371475,12.3
6/1/14,7.954607,7.855371475,13.292
6/1/14,2.280785,2.247345924,6.8
6/1/14,3.189805,3.171482086,6.3
6/1/14,3.14755,3.120168686,7.8
6/1/14,3.14755,3.120168686,7.9
6/1/14,2.604447,2.592104673,5.9
6/1/14,4.879132,4.794837475,8.5
6/1/14,3.233057,3.176141739,6.4
6/1/14,4.602106,4.537913799,6.5
6/1/14,3.553365,3.403505564,5.2
6/1/14,3.780692,3.516235352,5
6/1/14,3.732352,3.211876869,5.2
6/1/14,3.26286,3.234678268,6.4
6/2/14,11.58369,11.55360413,19.029
6/2/14,11.58369,11.55360413,18.292
6/2/14,7.109983,7.019979477,9
6/2/14,7.109983,7.019979477,11.988
6/3/14,10.66642,10.64301586,16.583
6/3/14,10.66642,10.64301586,15.675
6/3/14,7.140649,7.101136684,9.6667
6/3/14,7.140649,7.101136684,7.8
6/4/14,5.401246,5.336321354,5.8
6/4/14,4.320766,4.316622257,5.5
6/4/14,10.44935,10.43257618,14.7
6/4/14,10.44935,10.43257618,11
6/4/14,10.44935,10.43257618,11.9
6/4/14,10.44935,10.43257618,13.609
6/4/14,10.44935,10.43257618,13.527
6/4/14,5.557458,5.550668716,4.4
6/4/14,4.287841,4.264921665,9.1
6/4/14,4.287841,4.264921665,5.6
6/4/14,4.863367,4.713428497,10.8
6/4/14,5.807034,5.788464069,5.7
6/4/14,8.611199,8.342590332,8.7
6/4/14,8.611199,8.342590332,8.2
6/4/14,8.611199,8.342590332,8.3
6/4/14,8.611199,8.342590332,9.9833
6/4/14,2.332046,2.309777498,5
6/4/14,3.276652,3.077837229,6
6/4/14,3.311664,3.269999743,6.7
6/4/14,3.311664,3.269999743,6.6
6/4/14,1.887434,1.868131995,4.4
6/4/14,4.236649,4.180342197,9.5
6/4/14,2.645964,2.601997614,4.6
6/4/14,3.656819,3.588793516,4.6
6/4/14,2.399033,2.261988878,4.3
6/4/14,4.231224,3.993439674,9.6
6/5/14,11.68474,11.6283617,16
6/5/14,11.68474,11.6283617,15.542
6/5/14,7.427392,7.048196316,9.3
6/5/14,7.427392,7.048196316,11.496
6/6/14,10.77105,10.71860123,21.833
6/6/14,10.77105,10.71860123,21.329
6/6/14,7.518717,7.182241917,10.854
6/6/14,7.518717,7.182241917,8.6
6/7/14,8.707489,8.624548912,11.5
6/7/14,5.542284,5.469204426,7.3
6/7/14,13.58337,13.50587368,23.125
6/7/14,13.58337,13.50587368,15.7
6/7/14,13.58337,13.50587368,21.421
6/7/14,5.605618,5.525185108,7.2
6/7/14,4.813456,4.740530968,9.3
6/7/14,4.813456,4.740530968,7.2
6/7/14,3.742115,3.691317797,6.3
6/7/14,5.256934,5.009515285,11.1
6/7/14,4.154098,4.057647705,9.3
6/7/14,8.793397,8.579707146,12
6/7/14,8.793397,8.579707146,14.725
6/7/14,8.793397,8.579707146,12.3
6/7/14,2.007391,1.903645396,4.8
6/7/14,3.37469,3.171865463,5.2
6/7/14,3.559392,3.223395348,6
6/7/14,3.559392,3.223395348,5.9
6/7/14,2.398649,2.127172709,3.9
6/7/14,6.144589,6.108753681,16.7
6/7/14,3.050931,2.979480028,4.6
6/7/14,4.783836,4.711362839,4.5
6/7/14,1.49016,1.42861557,3.2
6/7/14,2.137754,1.969833255,3.1
6/7/14,3.095707,3.058568954,11.6
6/8/14,17.78934,17.72410965,21.375
6/8/14,17.78934,17.72410965,20.092
6/8/14,9.416044,9.039020538,10.6
6/8/14,9.416044,9.039020538,13.867
6/9/14,22.75761,22.67550659,24.375
6/9/14,22.75761,22.67550659,23.337
6/9/14,10.86881,10.44941139,13
6/9/14,10.86881,10.44941139,16.996
6/10/14,9.893535,9.836120605,6.5
6/10/14,5.728835,5.686208248,8.7
6/10/14,17.26552,17.14882088,22.625
6/10/14,17.26552,17.14882088,15.4
6/10/14,17.26552,17.14882088,22.729
6/10/14,17.26552,17.14882088,15.9
6/10/14,17.26552,17.14882088,16.7
6/10/14,6.000761,5.951872349,9.2
6/10/14,4.761397,4.698531628,11.2
6/10/14,7.125387,7.041234493,5.3
6/10/14,5.914812,5.722951412,10.5
6/10/14,4.816977,4.742974281,4.8
6/10/14,9.79996,9.643047333,17.3
6/10/14,9.79996,9.643047333,12.7
6/10/14,9.79996,9.643047333,12.3
6/10/14,9.79996,9.643047333,14.483
6/10/14,4.217223,4.06297636,7.1
6/10/14,5.875579,5.517343998,6.6
6/10/14,5.654938,5.330993176,7.7
6/10/14,5.654938,5.330993176,7.4
6/10/14,4.135073,4.01235199,5.3
6/10/14,5.827902,5.73594141,7.1
6/10/14,4.069313,3.811929703,6.5
6/10/14,4.977808,4.698336124,6.1
6/10/14,1.714404,1.098752975,3.6
6/10/14,2.130526,1.55570364,2.4
6/10/14,2.711538,2.707072496,7.9
6/11/14,11.93522,11.88222885,17.196
6/11/14,11.93522,11.88222885,18.458
6/11/14,5.300758,5.102473736,15.55
6/11/14,5.300758,5.102473736,12.3
6/12/14,11.52003,11.49054813,20.875
6/12/14,11.52003,11.49054813,21.625
6/12/14,4.799645,4.760261536,9.8417
6/12/14,4.799645,4.760261536,7
6/13/14,3.239497,3.189620256,7.4
6/13/14,2.642328,2.629873276,4.8
6/13/14,10.51228,10.50003719,18.425
6/13/14,10.51228,10.50003719,12.8
6/13/14,10.51228,10.50003719,19.25
6/13/14,4.455144,4.435469627,4.1
6/13/14,2.947467,2.929768801,12.3
6/13/14,2.947467,2.929768801,5.2
6/13/14,3.091007,3.062317133,5.5
6/13/14,3.018328,2.985952139,8.8
6/13/14,2.557918,2.551703691,3.5
6/13/14,3.748809,3.738279104,4.8
6/13/14,3.748809,3.738279104,5.1
6/13/14,3.748809,3.738279104,5.575
6/13/14,1.108334,1.098046184,6.4
6/13/14,2.632111,2.582519293,4.5
6/13/14,2.728161,2.595112085,4.3
6/13/14,2.728161,2.595112085,4.2
6/13/14,1.730893,1.712384343,2.6
6/13/14,2.333178,2.328799009,13.6
6/13/14,1.193152,1.184355021,2.5
6/13/14,1.050305,1.040132642,1.8
6/13/14,0.8645919,0.856289923,2.3
6/13/14,0.8185365,0.815007269,1.8
6/13/14,0.6747665,0.668577969,1.5
6/13/14,2.762654,2.597829819,5
6/14/14,10.15748,10.12987423,18.892
6/14/14,10.15748,10.12987423,19.375
6/14/14,4.781436,4.623700619,7.3542
6/14/14,4.781436,4.623700619,6
6/15/14,12.41136,12.36792469,17.325
6/15/14,12.41136,12.36792469,18
6/15/14,3.94465,3.883334398,6.8
6/15/14,3.94465,3.883334398,7.35
6/16/14,3.613626,3.60842061,8.2
6/16/14,3.16618,3.158997297,3.2
6/16/14,9.402839,9.431687355,11.6
6/16/14,9.402839,9.431687355,12.6
6/16/14,9.402839,9.431687355,14.958
6/16/14,9.402839,9.431687355,15.583
6/16/14,9.402839,9.431687355,16.2
6/16/14,2.145598,2.076253891,2.8
6/16/14,2.132238,2.131020784,17.9
6/16/14,2.132238,2.131020784,3.5
6/16/14,1.821655,1.820897579,5.3
6/16/14,2.844824,2.830162048,13.7
6/16/14,2.258358,2.257953167,3.9
6/16/14,3.182858,3.178643942,6.7
6/16/14,3.182858,3.178643942,8.6174
6/16/14,3.182858,3.178643942,6.7
6/16/14,3.182858,3.178643942,6.4
6/16/14,1.901174,1.898822904,3.4
6/16/14,2.767948,2.756546021,4.8
6/16/14,2.775391,2.760024786,4.5
6/16/14,2.775391,2.760024786,4.4
6/16/14,2.128852,2.124170303,1.7
6/16/14,2.576197,2.572407484,13.3
6/16/14,3.101255,3.076788902,3.3
6/16/14,3.502974,3.483332872,2.7
6/16/14,1.317485,1.314132929,4.2
6/16/14,1.160145,1.149291873,1.6
6/16/14,1.13472,1.131748319,1.6
6/16/14,2.553618,2.553580999,3.8
6/17/14,7.110838,7.113121033,13.75
6/17/14,7.110838,7.113121033,12.788
6/17/14,4.441456,4.124433041,8.75
6/18/14,8.595688,8.57781601,14.796
6/18/14,8.595688,8.57781601,15.958
6/18/14,5.307488,5.143370152,10.083
6/19/14,8.475778,8.427948952,8.1
6/19/14,5.153837,5.074077129,6.3
6/19/14,13.75372,13.69681168,17.254
6/19/14,13.75372,13.69681168,13.4
6/19/14,13.75372,13.69681168,18.75
6/19/14,6.229794,6.148293018,7
6/19/14,3.661468,3.584281206,8.8
6/19/14,3.661468,3.584281206,4
6/19/14,3.350488,3.309861898,5.9
6/19/14,3.943037,3.860815287,8.4
6/19/14,2.216107,2.206991673,3.1
6/19/14,6.010385,5.723156452,6.9
6/19/14,6.010385,5.723156452,7.6792
6/19/14,6.010385,5.723156452,7
6/19/14,1.377866,1.359224796,7.8
6/19/14,2.876941,2.804339409,5.7
6/19/14,2.34955,2.319435835,3.8
6/19/14,2.34955,2.319435835,3.7
6/19/14,1.680589,1.653496861,4.4
6/19/14,2.60416,2.603230476,11.3
6/19/14,2.278488,2.253973722,3.1
6/19/14,2.851663,2.831241608,2.5
6/19/14,1.983804,1.963814259,2.3
6/19/14,1.5664,1.559205651,2.1
6/19/14,1.472,1.435946584,2.3
6/19/14,3.549505,3.548982859,2.9
6/20/14,15.76938,15.66601086,21.167
6/20/14,15.76938,15.66601086,19.35
6/20/14,5.848674,5.724826336,6.7
6/20/14,5.848674,5.724826336,8.3261
6/21/14,14.62848,14.50400162,16.771
6/21/14,14.62848,14.50400162,17.417
6/21/14,3.824361,3.77125001,6.1625
6/21/14,3.824361,3.77125001,4.5
6/22/14,8.244611,8.154351234,9.1
6/22/14,5.343968,5.170341015,4.9
6/22/14,14.98374,14.88294983,14.8
6/22/14,14.98374,14.88294983,14.1
6/22/14,14.98374,14.88294983,18.842
6/22/14,14.98374,14.88294983,19.208
6/22/14,14.98374,14.88294983,14.7
6/22/14,7.091473,6.881657124,4.7
6/22/14,3.521544,3.516637564,4.9
6/22/14,3.521544,3.516637564,7.3
6/22/14,3.328151,3.325472116,6.4
6/22/14,3.066926,3.029227972,5.5
6/22/14,3.197054,3.194631577,5.6
6/22/14,5.553773,5.499238491,7
6/22/14,5.553773,5.499238491,6.7
6/22/14,5.553773,5.499238491,8.8
6/22/14,5.553773,5.499238491,8.5958
6/22/14,1.668757,1.662059426,2.3
6/22/14,2.277735,2.257269859,2.4
6/22/14,2.423371,2.399616957,2.7
6/22/14,2.423371,2.399616957,2.8
6/22/14,2.466626,2.451157808,1.5
6/22/14,3.017961,3.016997099,16.3
6/22/14,3.306024,3.180310965,2.8
6/22/14,3.902608,3.811228752,2.5
6/22/14,4.294109,3.991550207,2.4
6/22/14,4.302893,4.205768585,3.3
6/22/14,3.884829,3.765288591,2.4
6/22/14,4.077887,4.07768631,7.4
6/23/14,14.41402,14.05508804,20.958
6/23/14,14.41402,14.05508804,19.342
6/23/14,7.099258,7.064888477,9.3
6/23/14,7.099258,7.064888477,11.642
6/24/14,16.48048,16.07774544,21.133
6/24/14,16.48048,16.07774544,23.783
6/24/14,4.875342,4.868039131,8.4625
6/24/14,4.875342,4.868039131,6.5
6/25/14,11.68458,11.59957409,9.6
6/25/14,6.835909,6.826500416,8
6/25/14,14.30103,14.23184872,14.9
6/25/14,14.30103,14.23184872,21.154
6/25/14,14.30103,14.23184872,22
6/25/14,6.201948,6.193708897,7.9
6/25/14,2.69129,2.689273596,5.8
6/25/14,2.144495,2.144207716,3.4
6/25/14,4.036186,4.03293848,5
6/25/14,2.071804,2.071589708,2.4
6/25/14,3.771907,3.766568422,4
6/25/14,3.771907,3.766568422,6.7958
6/25/14,3.047454,3.046634912,2.7
6/25/14,3.438153,3.436022758,2
6/25/14,3.28744,3.285496473,2.7
6/25/14,3.28744,3.285496473,2.6
6/25/14,2.503834,2.503533602,1.2
6/25/14,1.686453,1.685669065,1.2
6/25/14,3.093594,3.088360071,2
6/25/14,3.313549,3.308622599,1.8
6/25/14,2.133077,2.124758959,2.9
6/25/14,1.100557,1.096045136,0.8
6/25/14,1.56563,1.551558375,1.4
6/25/14,1.208068,1.20748055,0.3
6/26/14,11.11479,11.09585857,20.458
6/26/14,11.11479,11.09585857,19.467
6/26/14,2.756299,2.752735853,4.8333
6/26/14,2.756299,2.752735853,2.6
6/27/14,9.620028,9.574483871,15.125
6/27/14,9.620028,9.574483871,15.617
6/27/14,3.752163,3.74799633,6.2792
6/27/14,3.752163,3.74799633,3.2
6/28/14,8.194607,8.16594696,7.2
6/28/14,6.086949,6.08131361,5.6
6/28/14,11.83617,11.81809616,11.2
6/28/14,11.83617,11.81809616,13.6
6/28/14,11.83617,11.81809616,10.1
6/28/14,11.83617,11.81809616,15.417
6/28/14,11.83617,11.81809616,15.283
6/28/14,6.556582,6.55185318,6.2
6/28/14,3.82436,3.820977449,6.2
6/28/14,3.82436,3.820977449,4.3
6/28/14,3.37887,3.377076387,3.6
6/28/14,3.218007,3.214933157,5.6
6/28/14,2.668379,2.668333292,2.2
6/28/14,4.678619,4.672867298,2.9
6/28/14,4.678619,4.672867298,3.3
6/28/14,4.678619,4.672867298,5.925
6/28/14,4.678619,4.672867298,3.2
6/28/14,2.741408,2.74124217,5.1
6/28/14,2.775542,2.774888992,2.1
6/28/14,2.527162,2.526727676,2.2
6/28/14,2.527162,2.526727676,2.2
6/28/14,2.154293,2.154217482,1
6/28/14,1.971781,1.971862316,7.5
6/28/14,2.800204,2.799856424,1.6
6/28/14,3.081928,3.081505775,1.4
6/28/14,2.954634,2.953545809,1.6
6/28/14,3.311096,3.3110888,0.8
6/28/14,2.530646,2.528165817,1.1
6/28/14,2.265421,2.265417576,2.3
6/29/14,18.61307,18.60834885,16.413
6/29/14,18.61307,18.60834885,16.708
6/29/14,8.158029,8.147778511,5.7
6/29/14,8.158029,8.147778511,7.7542
6/30/14,22.08121,22.0752182,20.267
6/30/14,22.08121,22.0752182,21.417
6/30/14,12.51443,12.46664429,13.296
6/30/14,12.51443,12.46664429,10.1
7/1/14,13.05377,13.04871655,7.5
7/1/14,10.9221,10.91905594,5.3
7/1/14,23.58846,23.58281708,22.708
7/1/14,23.58846,23.58281708,14.5
7/1/14,23.58846,23.58281708,23.458
7/1/14,7.504478,7.502006531,4.1
7/1/14,8.091275,8.077084541,9.5
7/1/14,8.091275,8.077084541,3.3
7/1/14,8.709569,8.700996399,5.8
7/1/14,8.488117,8.456177711,10.3
7/1/14,6.882427,6.663756847,5.9
7/1/14,10.90026,10.8337698,11.5
7/1/14,10.90026,10.8337698,12.1
7/1/14,10.90026,10.8337698,14.933
7/1/14,3.196244,3.189503908,4.5
7/1/14,6.935749,6.889632702,6.7
7/1/14,5.818778,5.76553297,6.5
7/1/14,5.818778,5.76553297,6.3
7/1/14,3.100437,3.056763411,2.9
7/1/14,5.02643,5.025894642,5.8
7/1/14,5.070719,5.04882431,3.3
7/1/14,6.251991,6.229467869,2.9
7/1/14,5.437861,5.41055727,4.2
7/1/14,6.361311,6.298479557,3.8
7/1/14,4.889016,4.840976238,3.1
7/1/14,5.569231,5.568506241,7
7/2/14,23.2063,23.18579102,24.375
7/2/14,23.2063,23.18579102,22.208
7/2/14,8.249179,8.239796638,8.8
7/2/14,8.249179,8.239796638,11.712
7/3/14,22.96968,22.8205204,24.125
7/3/14,22.96968,22.8205204,26.833
7/3/14,6.909503,6.885520458,11
7/3/14,6.909503,6.885520458,9.1
7/4/14,7.25113,7.110559464,7.6
7/4/14,6.011879,5.88044548,5
7/4/14,15.74746,15.28244781,17.7
7/4/14,15.74746,15.28244781,22.458
7/4/14,15.74746,15.28244781,15.1
7/4/14,15.74746,15.28244781,25.75
7/4/14,15.74746,15.28244781,15
7/4/14,7.124245,6.989090443,6.2
7/4/14,5.025098,4.976232052,6
7/4/14,5.025098,4.976232052,4.4
7/4/14,5.29569,5.256419182,5.8
7/4/14,5.830713,5.793485641,7.3
7/4/14,3.461269,3.413029432,4.3
7/4/14,7.289628,7.11651659,15.5
7/4/14,7.289628,7.11651659,19.258
7/4/14,7.289628,7.11651659,15.3
7/4/14,2.952018,2.936839819,6.3
7/4/14,5.211369,5.177138329,3.7
7/4/14,4.164114,4.134275913,5.1
7/4/14,4.164114,4.134275913,5.1
7/4/14,2.853078,2.838654757,2.9
7/4/14,3.066082,3.063714981,9.7
7/4/14,3.7962,3.763648987,4.2
7/4/14,4.372943,4.339931488,4.5
7/4/14,4.358497,3.035839796,3
7/4/14,4.520538,3.956672907,3.4
7/4/14,4.937253,3.889613152,3.3
7/4/14,3.953356,3.953264952,2.8
7/5/14,14.42364,14.42114162,19.833
7/5/14,14.42364,14.42114162,22.25
7/5/14,7.518789,7.314401627,8.2
7/5/14,7.518789,7.314401627,10.971
7/6/14,13.13853,13.13371372,11.875
7/6/14,13.13853,13.13371372,12.917
7/6/14,8.053409,7.635131359,11.721
7/6/14,8.053409,7.635131359,9.3
7/7/14,9.530433,9.51743412,5.7
7/7/14,7.094545,7.02223444,5.7
7/7/14,13.05198,13.04299259,12.667
7/7/14,13.05198,13.04299259,10.75
7/7/14,13.05198,13.04299259,8.6
7/7/14,7.863416,7.802121639,7.6
7/7/14,5.751209,5.558183193,6.3
7/7/14,5.742866,5.624668121,4.1
7/7/14,4.92234,4.305704594,8.3
7/7/14,3.931986,3.926799059,2.6
7/7/14,8.509152,8.329864502,15.1
7/7/14,8.509152,8.329864502,15.767
7/7/14,8.509152,8.329864502,13
7/7/14,1.908426,1.839474559,3.1
7/7/14,4.508301,3.758095741,4.9
7/7/14,6.829937,5.694467545,10.1
7/7/14,6.829937,5.694467545,9.8
7/7/14,3.836195,3.498795509,4
7/7/14,3.240681,3.239485979,1.6
7/7/14,4.544918,4.04015398,4.9
7/7/14,5.81219,4.996091366,4.4
7/7/14,6.339718,5.496381283,5.6
7/7/14,4.898686,4.806813717,5
7/7/14,3.717365,3.654596329,3.7
7/7/14,4.369408,4.362886906,1.7
7/8/14,13.50777,13.49356842,18.292
7/8/14,13.50777,13.49356842,20.667
7/8/14,8.935294,8.832761765,13.933
7/8/14,8.935294,8.832761765,10.8
7/9/14,14.84503,14.83054352,19.875
7/9/14,14.84503,14.83054352,17.167
7/9/14,6.529053,6.511098385,9.2
7/9/14,6.529053,6.511098385,12.446
7/10/14,6.904982,6.894191742,4.6
7/10/14,4.711998,4.69788599,5.3
7/10/14,12.42195,12.4158144,11.4
7/10/14,12.42195,12.4158144,20.043
7/10/14,12.42195,12.4158144,10.9
7/10/14,12.42195,12.4158144,17.727
7/10/14,5.503196,5.490643024,4.8
7/10/14,2.976736,2.974219084,7.5
7/10/14,2.976736,2.974219084,3.5
7/10/14,1.913073,1.912525654,2.9
7/10/14,5.698583,5.671216488,6.2
7/10/14,1.635667,1.635467887,1.9
7/10/14,6.206502,6.19389534,7.5
7/10/14,6.206502,6.19389534,7.1
7/10/14,6.206502,6.19389534,7.6
7/10/14,6.206502,6.19389534,10.117
7/10/14,2.987146,2.8653965,5.6
7/10/14,4.406611,4.37238121,7.9
7/10/14,4.094642,4.054103374,5.8
7/10/14,4.094642,4.054103374,5.6
7/10/14,2.821492,2.736461639,4.4
7/10/14,1.445841,1.442241192,1
7/10/14,3.004884,2.882173777,4
7/10/14,4.996703,4.918864727,3.8
7/10/14,4.48346,4.231775761,4.4
7/10/14,5.168758,4.890795231,2.8
7/10/14,4.101873,4.088798046,2
7/11/14,9.119573,9.118079185,14.792
7/11/14,9.119573,9.118079185,13.917
7/11/14,5.037425,4.994292736,5.6
7/11/14,5.037425,4.994292736,8.825
7/12/14,10.21994,10.21590996,11.625
7/12/14,10.21994,10.21590996,14.25
7/12/14,5.00708,4.867408276,8.0375
7/12/14,5.00708,4.867408276,5.5
7/13/14,8.311187,8.257855415,6.5
7/13/14,6.400377,6.242748737,4.3
7/13/14,15.97651,15.88594913,17.5
7/13/14,15.97651,15.88594913,10.7
7/13/14,15.97651,15.88594913,16.583
7/13/14,4.221029,4.108000278,5.4
7/13/14,5.685664,5.556785107,8.8
7/13/14,5.685664,5.556785107,3.2
7/13/14,4.216576,4.151367188,5.9
7/13/14,4.72675,4.509395123,10.4
7/13/14,4.00787,4.001863003,3.6
7/13/14,6.890657,6.808765411,6.6
7/13/14,6.890657,6.808765411,7.5
7/13/14,6.890657,6.808765411,10.125
7/13/14,1.737952,1.588449836,3.7
7/13/14,2.829309,2.679361343,4.1
7/13/14,3.016643,2.881492376,4.6
7/13/14,3.016643,2.881492376,4.6
7/13/14,2.28776,2.148799658,3.9
7/13/14,2.726353,2.709115028,8.8
7/13/14,3.332987,3.188302279,4.6
7/13/14,8.389103,8.288807869,3.8
7/13/14,4.661843,3.523419619,6.9
7/13/14,3.987715,3.455064774,3.2
7/13/14,4.269757,4.105929852,5.2
7/13/14,2.821145,2.813821793,1.7
7/14/14,17.47139,17.16082191,18.417
7/14/14,17.47139,17.16082191,16.125
7/14/14,13.68136,13.59477615,16.121
7/14/14,13.68136,13.59477615,12.1
7/15/14,12.73981,12.50644398,18
7/15/14,12.73981,12.50644398,16.083
7/15/14,9.171962,9.039951324,11.1
7/15/14,9.171962,9.039951324,13.946
7/16/14,5.429922,5.418522358,4.6
7/16/14,5.222194,5.20591116,3.7
7/16/14,12.77458,12.75229931,16.818
7/16/14,12.77458,12.75229931,17.522
7/16/14,12.77458,12.75229931,8.3
7/16/14,12.77458,12.75229931,26.5
7/16/14,12.77458,12.75229931,9.1
7/16/14,5.239832,5.232018948,5
7/16/14,5.218183,5.129272461,11.2
7/16/14,5.218183,5.129272461,3
7/16/14,3.209296,3.185975313,4.2
7/16/14,6.503436,6.376571178,11.4
7/16/14,3.053401,3.022566795,3.7
7/16/14,6.942419,6.914665222,7.9
7/16/14,6.942419,6.914665222,7.7
7/16/14,6.942419,6.914665222,7.3
7/16/14,6.942419,6.914665222,10.317
7/16/14,1.473918,1.009998679,3.7
7/16/14,2.436913,1.826731801,6.6
7/16/14,2.436913,1.826731801,6.4
7/16/14,3.468917,1.973770142,4.2
7/16/14,6.551412,3.325058222,5.4
7/16/14,5.611818,3.875706911,6.1
7/16/14,7.173534,6.188005447,10.2
7/16/14,8.839395,5.84362936,9.4
7/16/14,12.76507,5.852863789,13
7/16/14,5.044943,5.040717125,4.7
7/17/14,7.959396,7.95366621,15.25
7/17/14,7.959396,7.95366621,16.208
7/17/14,4.97261,4.920646667,5.5
7/17/14,4.97261,4.920646667,9.0792
7/18/14,8.89325,8.888892174,13.292
7/18/14,8.89325,8.888892174,12.042
7/18/14,6.017948,5.915241241,8.5042
7/18/14,6.017948,5.915241241,5.4
7/19/14,7.055508,7.047901154,4.1
7/19/14,4.720584,4.691102505,3.8
7/19/14,13.04203,13.04067612,15
7/19/14,13.04203,13.04067612,14.5
7/19/14,13.04203,13.04067612,7.2
7/19/14,6.005814,5.95909071,3.8
7/19/14,4.995983,4.764764309,6
7/19/14,4.995983,4.764764309,2.3
7/19/14,3.539994,3.417427063,3.5
7/19/14,6.062545,5.921459198,9.4
7/19/14,3.723309,3.5430305,2.8
7/19/14,6.175892,5.881826401,9.6375
7/19/14,6.175892,5.881826401,6.4
7/19/14,6.175892,5.881826401,6.3
7/19/14,2.22023,2.028063297,3.7
7/19/14,5.451115,3.191987038,5.6
7/19/14,5.451115,3.191987038,5.5
7/19/14,2.668322,1.875236988,2.1
7/19/14,3.167017,3.109171629,1.3
7/19/14,3.891409,3.153500319,5.1
7/19/14,8.020152,7.098659992,6.1
7/19/14,5.275683,4.392251968,8.2
7/19/14,4.121381,3.27553153,10.1
7/19/14,4.212016,4.184670925,0.5
7/20/14,9.46819,9.458895683,15.667
7/20/14,9.46819,9.458895683,15.875
7/20/14,6.618354,6.301234722,9.2042
7/20/14,6.618354,6.301234722,6.8
7/21/14,11.61509,11.60832119,13.708
7/21/14,11.61509,11.60832119,13.292
7/21/14,6.265011,6.175553799,8.7042
7/21/14,6.265011,6.175553799,5.3
7/22/14,7.000772,6.980889797,2.8
7/22/14,11.73641,11.70532322,13.409
7/22/14,11.73641,11.70532322,9
7/22/14,11.73641,11.70532322,7.2
